Region name,SMER-SD,PS,HLAS-SD,Republika,OĽaNO,SaS,KDH,SNS,SME Rodina,Demokrati,Aliancia,Kotleba-ĽSNS,Za ľudí
SR,20,18,13,8,7,6,6,6,5,3,3,1,0
